,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
4826,2119,en,Days of Thunder,20.586,1990-06-27,6.3,1032,"['Adventure', 'Action', 'Romance', 'Drama']","Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",157920733,107,You can't stop the thunder.
4827,342126,ja,たまゆら～卒業写真～ 第1部 芽-きざし-,20.992,2015-04-04,6.2,5,"['Drama', 'Animation']","As Fu and her friends begin their third and final year of high school, the photography club gets two new members; freshman Takumi Shindou and sophomore Suzune Maekawa. Thinking about what to do after graduation, Fu decides she wants to pursue a career combining photography and travelling. Afterwards, Fu's family tell Fu about the time she took a picture of her father and first learned about ""tamayura"" from him. Later, as Chihiro and Tomo pay a visit for the Bamboo Festival, announcing that they plan to study abroad after graduation, Fu is shocked to learn that Riho is planning to leave town. During the festival the next day, as the girls get to see Kanae as part of Sayomi's explorer's club, Fu is approached by Riho, who explains she is going to Tokyo to open a gallery with her friend. Thankful for everything Riho has done for her, Fu promises the carry on her torch in pusuit of a career in photography.",0,52,
4828,803923,en,Every Breath You Take,20.43,2021-04-02,6.0,97,['Thriller'],"A psychiatrist, whose client commits suicide, finds his family life disrupted after introducing her surviving brother to his wife and daughter.",0,105,Such things still happen
4829,9606,ja,メトロポリス,20.536,2001-05-26,7.0,310,"['Animation', 'Science Fiction']","Kenichi and his detective uncle, Shunsaku Ban, leave Japan to visit Metropolis, in search of the criminal, Dr. Laughton. However, when they finally find Dr. Laughton, Kenichi and Shunsaku find themselves seperated and plunged into the middle of a larger conspiracy. While Shunsaku searches for his nephew and explanations, Kenichi tries to protect Tima (a mysterious young girl), from Duke Red and his adopted son Rock, both of whom have very different reasons for wanting to find her.",4035192,108,Welcome to Metropolis
4830,2133,en,The Perfect Storm,17.335,2000-06-29,6.4,1654,"['Action', 'Adventure', 'Drama', 'Thriller']","In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",325756637,130,The storm is coming.
4831,437109,ko,악녀,20.544,2017-06-08,6.9,479,"['Drama', 'Action']",A young girl is raised as a killer in the Yanbian province of China. She hides her identity and travels to South Korea where she hopes to lead a quiet life but becomes involved with two mysterious men.,8737458,129,An endless vengeance begins
4832,8975,en,The Marine,20.086,2006-10-13,6.0,546,['Action'],A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,22165608,92,They took his wife. Now he's coming.
4833,2832,en,Identity,18.835,2003-04-25,7.2,2811,"['Mystery', 'Thriller']","Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",90259536,90,The secret lies within.
4834,30061,en,Justice League: Crisis on Two Earths,23.087,2010-02-23,7.4,493,"['Action', 'Adventure', 'Animation', 'Science Fiction']","A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",0,75,"When Justice meets its match, worlds collide."
4835,529414,es,Franco Escamilla: Por La Anécdota,18.987,2018-06-08,9.2,88,['Comedy'],Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences -- and he's willing to do anything for new material. He's not afraid to make generalizations about how men bathe. But he is scared to talk to strangers. Especially at funerals.,0,66,
4836,8859,en,"Dude, Where's My Car?",15.584,2000-12-15,5.5,1378,"['Comedy', 'Science Fiction']",Two stoners wake up after a night of partying and cannot remember where they parked their car.,73180723,83,"After a night they can't remember, comes a day they'll never forget."
4837,419700,en,Sandy Wexler,20.292,2017-04-14,5.5,394,['Comedy'],"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",0,130,
4838,345923,en,All I See Is You,18.842,2017-08-10,5.1,476,"['Mystery', 'Thriller']",A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,646946,110,
4839,101907,en,Hulk vs. Thor,15.584,2009-01-27,6.7,164,"['Action', 'Animation', 'Fantasy', 'Science Fiction']","For ages, Odin has protected his kingdom of Asgard. But every winter, the All-Father must rest and regain his strength for one week. During this time, all of Asgard's foes (including trolls, giants, dark elves, and demons) try to claim the realm for their own, but they are always stopped by Odin's son, the mighty Thor, albeit with the loss of many brave Asgardian warriors. Loki, god of mischief, has kidnapped Dr. Bruce Banner and brought him to Asgard with the help of Amora, once Thor's lover, now the supervillain known as the Enchantress. Loki makes Banner angry and he changes into the Hulk. The Enchantress then casts a spell over the Hulk which separates Banner from his monstrous alter-ego and grants Loki control over the Hulk's body.",0,41,A Battle Between God and Monster
4840,225145,ja,ガッチャマン,19.635,2013-08-24,4.9,10,"['Action', 'Adventure', 'Science Fiction']","By the year 2050 AD, a mysterious organization called Galactor has occupied half of the Earth and threatens to exterminate the human race. Around the same time, the International Science Organization had uncovered mysterious stones that bear unusual powers.  It is said that one person out of approximately eight million is able to harness the power of the stones; they are known as a ""Receptor"". Dr. Kozaburo Nambu gathers a team of these five lucky Receptors together. Known as the ""Gatchaman"" team, it is their mission to defeat Galactor.",0,113,
4841,8836,en,The X Files: I Want to Believe,15.781,2008-07-24,5.7,1118,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",68369434,104,"To find the truth, you must believe."
4842,407887,ko,인천상륙작전,20.086,2016-07-27,5.9,144,"['History', 'Drama', 'War', 'Action']",A squad of soldiers fight in the Korean War's crucial Battle of Incheon.,49196532,111,The Odds Were 5000 to 1 … One was all They Needed.
4843,270010,en,A Hologram for the King,15.336,2016-04-22,5.8,894,"['Comedy', 'Drama']","Alan Clay, a struggling American businessman, travels to Saudi Arabia to sell a new technology to the King, only to be challenged by endless Middle Eastern bureaucracy, a perpetually absent monarch, and a suspicious growth on his back.",4212494,97,How far will you go? To find yourself.
4844,2539,en,Spanglish,17.78,2004-12-17,6.0,1007,['Comedy'],"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",55041367,130,Every family has a hero.
4845,553141,en,The Head Hunter,13.796,2019-04-05,5.3,208,"['Horror', 'Fantasy']","On the outskirts of a kingdom, a quiet but fierce medieval warrior protects the realm from monsters and the occult. His gruesome collection of heads is missing only one - the monster that killed his daughter years ago. Driven by a thirst for revenge, he travels wild expanses on horseback. When his second chance arrives, it’s in a way far more horrifying than he ever imagined.",44652,72,Grief. Anger. Vengeance.
4846,3175,en,Barry Lyndon,16.777,1975-11-26,8.0,2019,"['Drama', 'Romance', 'War']","An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",198992,185,At long last Redmond Barry became a gentleman—and that was his tragedy.
4847,62838,en,New Year's Eve,21.581,2011-12-08,5.9,1768,"['Comedy', 'Romance']",The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,142044638,118,The one night anything is possible.
4848,610892,ja,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,13.348,2019-09-06,8.4,206,"['Drama', 'Fantasy', 'Animation']","Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",10841702,91,
4849,319075,en,Cobain: Montage of Heck,20.331,2015-03-23,7.7,577,"['Documentary', 'Music']","Hailed as one of the most innovative and intimate documentaries of all time, experience Kurt Cobain like never before in the only ever fully authorized portrait of the famed music icon. Academy Award nominated filmmaker Brett Morgen expertly blends Cobain's personal archive of art, music, never seen before movies, animation and revelatory interviews from his family and closest friends.",0,132,
4850,116,en,Match Point,18.827,2005-10-26,7.3,3212,"['Drama', 'Thriller', 'Crime', 'Romance']","Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would take him far from it - palms start to sweat and a dark psychological match in his head begins.",85306374,124,Passion Temptation Obsession.
4851,660006,fr,Madame Claude,18.409,2021-04-02,5.8,145,"['Crime', 'Drama', 'Romance']","Paris, the late 1960s. Madame Claude is at the head of a flourishing business dedicated to prostitution that gives her power over both the french political and criminal worlds. But the end of her empire is closer than she thinks.",0,112,
4852,13600,en,City of Ember,15.777,2008-10-07,6.3,1381,"['Adventure', 'Family', 'Fantasy']","For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.",17869048,90,Escape is the only option
4853,449503,en,Kill 'em All,19.344,2017-06-06,5.5,67,"['Action', 'Crime']","After a massive shootout, a mysterious stranger arrives at a local hospital on the brink of death. Then, a foreign gang brazenly comes to the hospital to hunt him down. His nurse, the sole surviving witness to the follow-up shootout, must face an FBI interrogation that unlocks a plot of international intrigue and revenge.",0,96,When you don't know who to trust...
4854,1592,en,Primal Fear,17.775,1996-03-06,7.7,2315,"['Crime', 'Drama', 'Mystery', 'Thriller']","An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",102616183,129,"Sooner or later, a man who wears two faces forgets which one is real."
4855,459202,en,Boo 2! A Madea Halloween,15.585,2017-10-20,5.7,426,"['Horror', 'Comedy']","Madea and the gang encounter monsters, goblins and boogeymen at a haunted campground.",48333932,103,Peek-A-Boo.
4856,773,en,Little Miss Sunshine,14.869,2006-07-26,7.7,5332,"['Comedy', 'Drama']","A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",100523181,102,A family on the verge of a breakdown
4857,355506,en,Siren,14.582,2016-12-02,6.0,187,['Horror'],A bachelor party becomes a savage fight for survival when the groomsmen unwittingly unleash a fabled predator upon the festivities. Feature film adapted from the V/H/S (2012) anthology segment 'Amateur Night.',0,82,No Man Can Resist Her. All Men Should.
4858,1089,en,Point Break,18.823,1991-01-31,7.1,2586,"['Action', 'Thriller', 'Crime']","In Los Angeles, a gang of bank robbers who call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. Believing that the members of the gang could be surfers, the F.B.I. sends young agent Johnny Utah to the beach undercover to mix with the surfers and gather information.",83531958,122,100% Pure Adrenaline!
4859,446696,en,Life Itself,26.347,2018-09-21,7.3,375,"['Drama', 'Romance']","As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",7997774,118,Life will surprise you
4860,11806,en,Beethoven,16.323,1992-04-03,5.8,1579,"['Comedy', 'Family']","The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",147214049,87,The head of the family is the one with the tail.
4861,169219,en,The Dyatlov Pass Incident,15.075,2013-02-27,5.8,457,"['Thriller', 'Mystery']","In February of 1959, nine Russian hikers ventured into a remote area of the Ural Mountains. Two weeks later, all of them were found dead. What happened is a mystery that has baffled investigators and researchers for decades. It has become known as the Dyatlov Pass Incident.  When five ambitious American college students are issued a grant to return to the site of the original events, they gear up with the belief that they can uncover and document the truth of what happened to the supposedly experienced hikers. But what they find is more shocking than anything they could have imagined. Retracing the steps of the Russians' ill-fated journey, the students are plagued by strange and increasingly terrifying phenomena that suggest that in spite of the desolate surroundings, they are not alone. The forces at work in the Dyatlov Pass Incident have been waiting for them.",5217347,100,History always repeats itself.
4862,592,en,The Conversation,21.321,1974-04-07,7.6,1167,"['Crime', 'Drama', 'Mystery']","Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",4420000,113,Harry Caul is an invader of privacy. The best in the business.
4863,88042,en,Parental Guidance,15.075,2012-12-25,5.9,384,['Comedy'],Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,119772232,104,Here come the grandparents.  There go the rules.
4864,437620,ja,ReLIFE,13.33,2017-04-15,7.9,50,"['Comedy', 'Drama', 'Romance']","Arata Kaizaki is 27-years-old and unemployed. He quit his prior job after working for the company for 3 months. Arata Kaizaki decides to take part in a research program. He takes medication that makes him look younger and he is to attend high school for a year. There, he falls in love with female high school student Chizuru Hishiro.",0,120,
4865,399248,en,Beirut,15.833,2018-04-11,6.3,412,"['Action', 'Thriller', 'Drama']","In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",7258534,110,"Beirut, 1982: The Paris of the Middle East Was Burning"
4866,268238,en,The Second Best Exotic Marigold Hotel,18.075,2015-02-26,6.4,561,"['Drama', 'Comedy']",As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,85978266,122,
4867,10304,en,Starship Troopers 2: Hero of the Federation,19.82,2004-04-20,4.2,401,"['Adventure', 'Horror', 'Action', 'Science Fiction']","In the sequel to Paul Verhoeven's loved/reviled sci-fi film, a group of troopers taking refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.",0,88,They're Coming Back to Wipe Us Out!
4868,553,en,Dogville,18.269,2003-05-19,7.8,1831,"['Crime', 'Drama', 'Thriller']","A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",16680836,178,A quiet little town not far from here.
4869,9618,en,Tango & Cash,14.068,1989-12-22,6.4,1397,"['Action', 'Adventure', 'Comedy', 'Thriller']","Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.",63408614,104,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.
4870,229756,ja,劇場版 花咲くいろは HOME SWEET HOME,12.221,2013-03-09,6.1,30,"['Animation', 'Drama', 'Comedy']","While sorting through a mess of books in the staff room, Ohana happens upon one of Denroku's log books from long ago. Within it, it recounts a story of Ohana's mom when she was the same age as her.",0,66,
4871,921,en,Cinderella Man,16.769,2005-06-02,7.5,1658,"['Romance', 'Drama', 'History']","The true story of boxer Jim Braddock who, in the 1920s following his retirement, makes a surprise comeback in order to get him and his family out of a socially poor state.",108539911,144,One man's extraordinary fight to save the family he loved.
4872,423988,en,Kill Switch,17.827,2017-06-01,4.8,180,"['Science Fiction', 'Action', 'Thriller']",A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,0,91,Worlds will collide
4873,310593,it,Youth,16.574,2015-05-20,6.9,1599,"['Comedy', 'Drama']","Two lifelong friends bond whilst vacationing in a luxury Swiss Alps lodge as they ponder retirement. While Fred has no plans to resume his musical career despite the urging of his loving daughter Lena, Mick is intent on finishing the screenplay for what may be his last important film for his muse Brenda. And where will inspiration lead their younger friend Jimmy, an actor grasping to make sense of his next performance?",2000000,118,
4874,11319,en,The Rescuers,23.816,1977-06-22,6.8,1946,"['Fantasy', 'Family', 'Animation', 'Adventure']","What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",71215869,78,Two tiny agents vs. the world's wickedest woman in a dazzling animated adventure!
4875,9531,en,Superman III,18.265,1983-06-17,5.5,1271,"['Comedy', 'Science Fiction', 'Action', 'Adventure']","Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",75850624,125,If the world's most powerful computer can control even Superman...no one on earth is safe.
4876,39145,ja,ドラゴンボール 魔神城のねむり姫,20.315,1987-07-18,6.5,170,"['Action', 'Animation']","Goku and Kuririn are given an assignment by Kame-Sen'nin: ""Retrieve the sleeping princess from Lucifer and I will take you as my students."" But the mission proves to be more perilous than originally thought.",0,45,
4877,21385,en,"Mickey, Donald, Goofy: The Three Musketeers",21.067,2004-08-04,6.6,689,"['Adventure', 'Animation', 'Comedy', 'Family']","In Disney's take on the Alexander Dumas tale, Mickey Mouse, Donald Duck and Goofy want nothing more than to perform brave deeds on behalf of their queen (Minnie Mouse), but they're stymied by the head Musketeer, Pete. Pete secretly wants to get rid of the queen, so he appoints Mickey and his bumbling friends as guardians to Minnie, thinking such a maneuver will ensure his scheme's success. The score features songs based on familiar classical melodies.",0,68,All for fun and fun for all
4878,97367,en,The Place Beyond the Pines,20.018,2013-03-14,6.9,3901,"['Drama', 'Crime']","A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician.",35485608,140,One moment can change your life.
4879,1523,en,The Last King of Scotland,19.066,2006-01-12,7.5,1552,['Drama'],"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",48027970,123,Charming. Magnetic. Murderous.
4880,209964,tl,Porno,19.748,2013-07-27,5.6,31,['Drama'],"An assassin, a porn dubber and a transgender. Three souls. One explicit illusion. To ﬁnd the ultimate joy in their empty lives.  A safe haven, where passion and love mean humanity, ecstasy means enlightenment; and the soul is the ultimate arbiter of the truth.",0,88,
4881,878613,en,Highway to Heaven,12.747,2021-11-06,2.0,1,"['TV Movie', 'Drama']","Angela the angel takes on the role of a temporary school counselor. Working alongside junior high school principal Bruce Banks, she intervenes in the life of a troubled student Cody Grier who is struggling with the tragic loss of his mother.",0,88,
4882,11546,en,Police Academy: Mission to Moscow,15.563,1994-06-09,4.5,600,"['Comedy', 'Crime']","The Russians seek help in dealing with the Mafia from the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",126247,83,"Just when we thought the Cold War was over, leave it to these guys to heat it up again."
4883,554581,es,Loca por el trabajo,16.029,2018-11-16,7.6,90,['Comedy'],"Alicia is a workaholic executive who suddenly loses her job and her family. In her process of rebuilding, she associates with a neighbor and helps her in her business. This is how she manages to be the most successful businesswoman in the country. During this process, she tries to reconquer her husband, only to realize that in order to return with him, she will have to learn to balance work and family life.",0,92,
4884,82525,en,Savages,17.566,2012-07-06,6.3,1765,"['Crime', 'Drama', 'Thriller']",Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,82966152,131,Young. Beautiful. Deadly.
4885,2288,en,Closer,17.463,2004-12-01,6.8,2538,['Drama'],Two couples disintegrate when they begin destructive adulterous affairs with each other.,115505027,104,"If you believe in love at first sight, you never stop looking."
4886,179923,ja,トワノクオン 第一章 泡沫の花弁,19.054,2011-06-17,6.5,8,"['Action', 'Animation', 'Science Fiction', 'Fantasy']","This story follows a boy named Quon and his friends, who are ""Attractors"". Attractors are human beings who have awakened and have supernatural powers. Quon is determined to save them all. But a secret organization is hunting them...",0,48,
4887,201,en,Star Trek: Nemesis,14.562,2002-12-13,6.2,1043,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",67312826,117,A generation's final journey... begins.
4888,627725,en,The Banker,19.089,2020-03-06,7.5,496,['Drama'],"In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.",0,120,Don’t pay the man. Be the man.
4889,776552,en,Misha and the Wolves,18.636,2021-09-03,7.5,10,['Documentary'],"A woman’s Holocaust memoir takes the world by storm, but a fallout with her publisher-turned-detective reveals her story as an audacious deception created to hide a darker truth.",0,90,
4890,2112,en,Payback,17.06,1999-02-05,6.8,1330,"['Crime', 'Action', 'Drama']","With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",161626121,100,No More Mr. Nice Guy.
4891,152742,en,La migliore offerta,17.963,2013-01-01,7.9,2298,"['Drama', 'Romance', 'Crime', 'Mystery']","Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",19255873,124,A Master of Possession. A Crime of Obsession
4892,289712,en,Mockingbird,18.315,2014-10-07,4.7,113,"['Horror', 'Thriller']",A couple are given a camera and a set of instructions which they must follow or else someone will die.,0,81,
4893,314365,en,Spotlight,19.565,2015-11-06,7.8,6821,"['Drama', 'Thriller', 'History']","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",98690254,129,Break the story. Break the silence.
4894,456403,es,Los Modernos,15.937,2016-09-29,4.8,4,['Drama'],"In two parallel stories, two ladies Clara and Paula are working upon their relationships, parenthood and at the same time not sacrificing professionals and sexual freedom of the couple.",0,135,
4895,15898,en,Unstable Fables: 3 Pigs & a Baby,15.319,2008-01-01,6.0,42,"['Family', 'Animation', 'Comedy']","When the three pigs find a tiny wolf cub on their doorstep, they decide to raise him as their own, unaware that they've played right into the plan of a special-ops team of wolves. As the newest addition to their family, Lucky grows into his teens not knowing his history, his role in the wolves' plan or the difficult choice he will have to make about the family that raised him.",0,78,
4896,447163,ja,心が叫びたがってるんだ。,18.058,2017-07-22,7.3,8,['Drama'],"Jun is a girl whose words have been sealed away so that she cannot hurt anyone with them.  But, one day, she is nominated to become an executive member of the ""community outreach council.""  On top of that, Jun is also appointed to play the main lead in their musical...",0,119,
4897,520360,en,King of Thieves,15.071,2018-09-04,5.4,305,"['Crime', 'Drama']","London, England, April 2015. Brian Reader, a retired thief, gathers an unlikely gang of burglars to perpetrate the biggest and boldest heist in British history. The thieves assault the Hatton Garden Safe Deposit Company and escape with millions in goods and money. But soon the cracks between the gang members begin to appear when they discuss how to share the loot.",0,108,It's never too late to earn
4898,851859,it,Polaroid,24.312,2014-08-19,0.0,0,['Drama'],"Giuseppe, 33, is still struggling to build his life in a small Italian town where he has to hide his homosexuality. With a Polaroid in hand, he decides to leave for Berlin to find Peter, a summer love he has never forgotten. The shock of a cosmopolitan city is nothing compared to the moment he realizes that the German artist has a ""normal"" family. For him this represents the possibility of 'losing' himself and meeting Marco, who takes him around all night to arrive at dawn to the conviction that love is the only strength to find one's identity.  ""Polaroid"" is one of five short film segments in an omnibus feature titled ""A Quintet"".",0,12,
4899,48650,es,Habitación en Roma,19.809,2010-05-07,6.4,455,"['Drama', 'Romance']","A hotel room in the center of Rome serves as the setting for Alba and Natasha, two young and recently acquainted women, to have a physical adventure that touches their very souls.",844281,109,A night of passion that will change their lives.
4900,23742,en,Cop Out,19.309,2010-02-26,5.6,1173,"['Action', 'Comedy', 'Crime']","Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.",55583804,107,Rock out with your Glock out
4901,79698,en,The Lovers,15.831,2015-02-13,4.7,59,"['Action', 'Adventure', 'Science Fiction', 'Romance']","The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",0,109,Love is longer than life.
4902,220289,en,Coherence,18.51,2013-09-19,7.3,1997,"['Thriller', 'Science Fiction']","On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",102617,89,Rearrange Your Brian
4903,11937,en,The Gods Must Be Crazy II,17.805,1989-07-01,6.9,336,"['Action', 'Comedy']","Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a couple of soldiers trying to capture each other and a pilot and passenger of a small plane, who are each having a few problems of their own.",0,98,"This Time, Everybody's Going Crazier."
4904,606679,en,The High Note,18.037,2020-06-10,7.1,303,"['Romance', 'Comedy', 'Music', 'Drama']","Set in the dazzling world of the LA music scene comes the story of Grace Davis, a superstar whose talent, and ego, have reached unbelievable heights. Maggie is Grace’s overworked personal assistant who’s stuck running errands, but still aspires to her childhood dream of becoming a music producer. When Grace’s manager presents her with a choice that could alter the course of her career, Maggie and Grace come up with a plan that could change their lives forever.",0,113,You've got to start at the bottom before you take it from the top.
